,x_min,y_min,z_min,x_max,y_max,z_max,x_std,y_std,z_std,x_mean,y_mean,z_mean,x_slope,y_slope,z_slope,x_zc,y_zc,z_zc,x_mmd,y_mmd,z_mmd,label,label_subcategory
14,-8,-1,-7,9,18,11,2,3,3,0,9,0,0,0,0,64,2,78,495,447,913,0,WAL
15,-9,1,-6,9,18,12,2,3,3,0,9,0,0,0,0,49,0,66,524,34,25,0,WAL
16,-8,-1,-8,8,18,11,2,3,3,0,9,0,0,0,0,55,2,75,18,970,689,0,WAL
17,-8,0,-8,8,18,11,2,3,3,0,9,0,0,0,0,58,0,69,87,32,40,0,WAL
18,-11,-4,-16,11,19,16,2,4,3,0,9,1,0,0,0,51,6,60,27,26,40,0,WAL
19,-9,-4,-7,7,18,15,2,4,3,0,9,0,0,0,0,57,4,78,206,248,242,0,WAL
20,-6,0,-7,9,18,17,2,4,3,1,9,0,0,0,0,56,0,79,269,32,904,0,WAL
21,-10,-2,-7,7,18,14,2,4,3,0,9,0,0,0,0,64,2,94,20,202,482,0,WAL
22,-10,-1,-9,9,18,11,2,4,3,0,9,0,0,0,0,54,4,84,974,36,27,0,WAL
23,-13,-8,-10,10,19,12,3,4,3,0,9,0,0,0,0,53,6,73,26,29,26,0,WAL
24,-9,1,-5,7,17,13,2,3,3,0,9,1,0,0,0,43,0,59,242,40,830,0,WAL
25,-7,-1,-7,7,18,12,2,3,3,0,9,0,0,0,0,40,2,57,37,23,48,0,WAL
26,-10,0,-5,5,18,10,2,2,3,0,9,1,0,0,0,40,4,76,147,537,1053,0,WAL
27,-8,1,-4,5,18,11,1,2,2,0,9,1,0,0,0,38,0,75,322,845,502,0,WAL
28,-12,-2,-6,5,18,10,2,2,3,0,9,1,0,0,0,48,4,65,690,278,363,0,WAL
29,-8,1,-5,5,18,11,2,2,3,0,9,1,0,0,0,47,0,64,469,18,642,0,WAL
30,-10,-1,-6,4,17,12,2,2,3,0,9,1,0,0,0,45,4,69,1108,283,667,0,WAL
31,-9,0,-5,4,17,10,2,2,3,0,9,1,0,0,0,40,0,73,420,557,383,0,WAL
32,-12,0,-8,4,17,11,2,2,3,0,9,0,0,0,0,43,2,57,130,287,462,0,WAL
33,-10,-1,-8,6,16,11,2,2,3,0,9,1,0,0,0,45,2,69,966,1100,371,0,WAL
34,-6,-3,-10,6,18,11,2,3,3,0,9,0,0,0,0,49,2,53,280,25,736,0,WAL
35,-9,-3,-8,8,18,11,2,3,3,0,9,0,0,0,0,59,6,57,22,24,576,0,WAL
36,-7,1,-8,6,18,11,2,3,2,0,9,0,0,0,0,52,0,49,18,19,851,0,WAL
37,-8,0,-6,5,18,10,2,2,3,0,9,1,0,0,0,45,2,52,447,21,471,0,WAL
38,-8,-1,-6,6,18,9,2,2,3,0,9,1,0,0,0,40,4,54,561,21,192,0,WAL
39,-8,0,-6,5,18,10,2,2,3,0,9,1,0,0,0,41,2,58,554,564,100,0,WAL
40,-10,0,-6,6,18,11,2,2,3,0,9,1,0,0,0,50,0,55,21,284,398,0,WAL
41,-9,0,-6,6,18,10,2,2,3,0,9,0,0,0,0,44,2,50,21,21,187,0,WAL
42,-8,0,-5,6,18,10,2,2,3,0,9,0,0,0,0,53,0,53,265,576,477,0,WAL
43,-8,-1,-7,6,19,10,2,2,3,0,9,0,0,0,0,45,2,54,963,22,199,0,WAL
44,-10,-3,-6,8,18,10,2,3,2,0,9,1,0,0,0,55,6,54,826,828,1142,0,WAL
45,-10,-2,-5,9,18,10,2,3,3,0,9,0,0,0,0,47,4,59,527,283,478,0,WAL
46,-13,-2,-7,7,18,10,2,3,3,0,9,1,0,0,0,43,6,63,528,266,859,0,WAL
47,-12,0,-7,7,18,11,2,3,2,0,9,0,0,0,0,54,0,72,1000,749,69,0,WAL
48,-9,1,-8,5,18,11,2,3,3,0,9,1,0,0,0,50,0,56,854,498,202,0,WAL
49,-9,1,-7,6,18,11,2,3,3,0,9,0,0,0,0,51,0,56,20,831,187,0,WAL
0,-3,-2,-7,10,19,6,2,3,2,2,9,0,0,0,0,26,6,71,39,214,250,0,WAL
1,-2,-1,-8,9,18,7,2,4,2,3,9,0,0,0,0,36,12,72,41,576,238,0,WAL
2,-1,-1,-8,10,18,8,2,4,2,3,8,0,0,0,0,32,16,70,163,29,366,0,WAL
3,-1,-1,-8,10,18,7,2,4,2,3,8,0,0,0,0,26,8,62,1036,216,653,0,WAL
4,-1,-2,-9,11,18,8,2,4,2,3,8,0,0,0,0,20,22,74,183,29,747,0,WAL
5,-2,-2,-8,11,18,8,2,5,2,3,8,0,0,0,0,38,16,74,18,30,743,0,WAL
6,-2,-2,-10,10,18,8,2,5,2,3,8,0,0,0,0,36,20,68,128,34,747,0,WAL
7,-2,-2,-8,9,18,8,2,5,2,3,8,0,0,0,0,20,14,66,465,29,552,0,WAL
8,-2,-1,-8,9,18,7,2,5,2,3,8,0,0,0,0,36,12,73,265,28,238,0,WAL
9,-1,-2,-10,11,18,8,2,5,3,3,8,0,0,0,0,34,20,76,160,344,736,0,WAL
10,-8,-7,-10,16,19,7,3,5,2,3,8,0,0,0,0,39,18,74,28,288,35,0,WAL
11,-1,-1,-7,9,18,7,2,4,2,3,8,0,0,0,0,32,14,78,237,366,426,0,WAL
12,-1,-1,-8,10,18,8,2,4,2,3,9,0,0,0,0,33,14,66,365,419,756,0,WAL
13,-1,-1,-9,10,18,8,2,5,2,3,8,0,0,0,0,38,20,71,19,364,1000,0,WAL
14,-2,-3,-9,11,18,8,2,5,2,3,8,0,0,0,0,26,16,79,402,175,436,0,WAL
15,-2,-2,-10,13,18,9,3,5,2,3,8,0,0,0,0,33,23,77,778,816,46,0,WAL
16,-2,-3,-10,13,18,9,3,5,3,3,8,0,0,0,0,43,21,73,20,543,529,0,WAL
17,-3,-2,-10,13,18,8,3,5,2,3,8,0,0,0,0,38,24,83,20,144,814,0,WAL
18,-4,-2,-9,13,18,8,3,5,2,3,8,0,0,0,0,28,18,81,157,933,48,0,WAL
19,-1,-1,-8,11,18,7,2,4,2,3,8,0,0,0,0,22,10,70,225,613,821,0,WAL
20,0,-1,-9,11,18,8,2,4,2,3,8,0,0,0,0,24,10,69,740,217,46,0,WAL
21,-1,0,-7,14,18,7,2,4,2,4,8,0,0,0,0,26,6,54,385,223,247,0,WAL
22,-3,-1,-9,8,18,7,2,4,2,3,9,0,0,0,0,28,10,79,102,197,33,0,WAL
23,-2,-2,-10,9,18,7,2,4,2,3,9,0,0,0,0,32,12,89,1117,420,853,0,WAL
24,-2,-3,-9,8,18,7,2,4,2,3,9,0,0,0,0,36,16,86,84,24,170,0,WAL
25,-5,-4,-10,11,18,7,2,4,2,3,8,0,0,0,0,36,14,77,18,410,767,0,WAL
26,-2,-3,-10,9,18,7,2,4,2,3,8,0,0,0,0,34,10,74,691,992,44,0,WAL
27,-3,0,-7,9,17,8,2,3,2,3,9,0,0,0,0,28,0,64,90,238,777,0,WAL
28,-2,0,-8,8,18,8,2,3,2,3,9,0,0,0,0,26,0,64,499,827,1049,0,WAL
29,-2,0,-8,9,18,7,2,3,2,3,9,0,0,0,0,20,4,64,524,21,449,0,WAL
30,-3,-1,-10,8,18,7,2,3,2,3,9,0,0,0,0,28,8,65,111,217,662,0,WAL
31,-3,-1,-9,8,18,7,2,4,2,3,9,0,0,0,0,24,8,70,899,1007,159,0,WAL
32,-2,-2,-11,9,18,8,2,4,2,3,9,0,0,0,0,30,11,72,128,387,238,0,WAL
33,-2,-3,-10,10,18,8,2,4,2,3,9,0,0,0,0,26,15,74,176,409,436,0,WAL
34,-2,-2,-10,10,18,7,2,4,2,3,9,0,0,0,0,28,10,72,328,214,851,0,WAL
35,-2,-2,-10,9,18,7,2,4,2,3,9,0,0,0,0,34,14,70,111,24,641,0,WAL
36,-3,-3,-10,9,18,7,2,4,2,3,9,0,0,0,0,34,18,79,1088,415,957,0,WAL
37,-3,-1,-10,9,18,7,2,4,2,3,9,0,0,0,0,34,12,79,32,564,42,0,WAL
38,-3,-3,-10,9,18,7,2,4,2,3,8,0,0,0,0,38,16,79,284,998,431,0,WAL
39,-2,-3,-10,9,18,7,2,4,2,3,9,0,0,0,0,36,20,91,309,978,156,0,WAL
40,-1,-2,-10,9,18,7,2,4,2,3,9,0,0,0,0,34,22,82,861,24,357,0,WAL
41,-2,-3,-10,9,18,7,2,4,2,3,9,0,0,0,0,38,12,79,304,25,772,0,WAL
42,-2,-3,-10,10,18,7,2,4,2,3,9,0,0,0,0,28,14,81,397,1058,37,0,WAL
43,-3,-3,-10,10,18,8,2,5,2,3,8,0,0,0,0,40,26,63,624,424,540,0,WAL
44,-3,-3,-10,10,18,8,2,5,2,3,8,0,0,0,0,46,18,62,764,24,241,0,WAL
45,-6,-5,-10,15,18,8,3,5,3,3,8,0,0,0,0,46,22,64,23,500,348,0,WAL
46,-2,-3,-11,10,18,8,2,5,2,3,8,0,0,0,0,46,18,67,18,764,157,0,WAL
47,-1,-1,-9,8,18,8,2,5,3,3,8,0,0,0,0,34,22,59,260,30,43,0,WAL
48,-1,-1,-9,10,18,8,2,5,2,3,8,0,0,0,0,36,24,65,520,426,545,0,WAL
49,-1,-1,-10,11,18,8,2,5,2,3,8,0,0,0,0,30,22,61,24,30,234,0,WAL
0,-7,2,-5,0,18,9,1,2,2,-2,9,0,0,0,0,4,0,38,276,30,75,0,WAL
1,-10,1,-6,0,18,11,1,3,3,-4,8,0,0,0,0,0,0,62,16,249,316,0,WAL
2,-8,1,-5,0,18,11,1,3,3,-3,9,0,0,0,0,2,0,66,727,19,306,0,WAL
3,-7,1,-6,3,18,11,1,3,3,-2,9,0,0,0,0,18,0,68,359,498,77,0,WAL
4,-8,0,-7,2,18,11,1,3,3,-1,9,0,0,0,0,42,0,65,362,467,78,0,WAL
5,-7,3,-7,3,18,11,1,3,3,-1,9,0,0,0,0,50,0,62,168,256,153,0,WAL
6,-5,0,-7,4,18,10,1,3,3,0,9,0,0,0,0,58,0,66,33,20,618,0,WAL
7,-6,0,-7,4,18,12,1,3,3,0,9,0,0,0,0,68,4,63,497,682,381,0,WAL
8,-6,0,-6,4,19,14,1,3,3,0,9,0,0,0,0,61,2,60,502,21,88,0,WAL
9,-5,1,-6,3,18,12,1,3,2,0,9,0,0,0,0,57,0,68,581,245,153,0,WAL
10,-5,1,-6,5,18,12,1,2,2,0,9,0,0,0,0,60,0,48,928,224,157,0,WAL
11,-5,2,-7,3,18,11,1,3,2,0,9,0,0,0,0,57,0,66,498,229,313,0,WAL
12,-6,0,-7,4,18,10,1,3,3,0,9,0,0,0,0,59,4,75,263,702,786,0,WAL
13,-6,0,-7,3,18,12,1,3,3,0,9,0,0,0,0,56,4,69,734,243,153,0,WAL
14,-5,0,-7,3,18,10,1,3,3,0,9,0,0,0,0,67,0,55,500,923,617,0,WAL
15,-6,0,-8,4,18,11,1,3,3,0,9,0,0,0,0,51,0,70,420,897,376,0,WAL
16,-7,0,-8,3,18,10,1,3,3,0,9,0,0,0,0,53,2,81,120,21,742,0,WAL
17,-6,-1,-7,2,18,12,1,3,3,0,9,0,0,0,0,57,4,74,655,221,149,0,WAL
18,-5,1,-7,4,18,13,1,3,3,0,9,0,0,0,0,52,0,70,220,220,149,0,WAL
19,-6,1,-6,3,18,10,1,3,3,0,9,0,0,0,0,61,0,67,438,462,317,0,WAL
20,-6,2,-9,6,18,9,1,3,2,0,9,0,0,0,0,57,0,72,495,488,628,0,WAL
21,-6,1,-10,6,18,13,2,3,3,0,9,0,0,0,0,55,0,81,501,19,154,0,WAL
22,-7,-1,-8,4,18,11,1,3,3,0,9,0,0,0,0,55,2,75,260,457,528,0,WAL
23,-6,-1,-8,4,18,10,1,3,3,0,9,0,0,0,0,56,2,77,417,675,611,0,WAL
24,-6,-1,-8,5,18,10,2,3,3,0,9,0,0,0,0,56,2,73,190,27,840,0,WAL
25,-6,2,-7,6,19,10,2,3,3,0,9,0,0,0,0,64,0,72,201,221,81,0,WAL
26,-7,1,-8,7,18,12,1,3,3,0,9,0,0,0,0,64,0,73,18,223,31,0,WAL
27,-5,0,-7,5,18,10,1,3,3,0,9,0,0,0,0,63,4,73,271,476,541,0,WAL
28,-6,1,-7,4,18,10,1,3,3,0,9,0,0,0,0,73,0,69,662,700,312,0,WAL
29,-6,-1,-8,4,18,12,1,3,3,0,9,0,0,0,0,72,2,71,484,680,996,0,WAL
30,-7,0,-9,5,18,11,1,3,3,0,9,0,0,0,0,65,0,62,200,465,150,0,WAL
31,-5,2,-7,3,19,12,1,3,2,0,9,0,0,0,0,62,0,60,444,23,539,0,WAL
32,-5,0,-6,4,18,10,1,3,2,0,9,0,0,0,0,59,0,70,190,478,385,0,WAL
33,-6,2,-8,3,18,10,1,3,3,0,9,0,0,0,0,52,0,77,563,471,156,0,WAL
34,-6,2,-8,5,18,11,1,3,3,0,9,0,0,0,0,60,0,62,656,673,846,0,WAL
35,-4,0,-7,5,18,11,1,2,2,0,9,0,0,0,0,54,0,59,434,20,311,0,WAL
36,-5,2,-8,4,18,10,1,3,3,0,9,0,0,0,0,66,0,64,34,224,388,0,WAL
37,-5,0,-7,4,18,10,1,3,3,0,9,0,0,0,0,59,0,73,787,449,838,0,WAL
38,-5,0,-8,3,18,10,1,3,3,0,9,0,0,0,0,65,0,70,476,19,527,0,WAL
39,-6,0,-6,4,18,13,1,3,3,0,9,0,0,0,0,70,0,72,434,460,156,0,WAL
40,-5,0,-8,4,18,10,1,3,3,0,9,0,0,0,0,59,2,63,203,671,152,0,WAL
41,-5,0,-9,3,18,11,1,3,3,0,9,0,0,0,0,52,0,67,118,675,298,0,WAL
42,-5,0,-8,3,18,10,1,3,3,0,9,0,0,0,0,59,2,78,483,461,603,0,WAL
43,-5,0,-7,4,18,13,1,3,3,0,9,0,0,0,0,63,0,71,15,232,78,0,WAL
44,-6,0,-6,3,19,11,1,3,3,0,9,0,0,0,0,63,0,74,26,19,623,0,WAL
45,-6,3,-7,3,18,11,1,3,3,0,9,0,0,0,0,67,0,72,351,255,1039,0,WAL
46,-5,2,-7,4,18,11,1,2,2,0,9,0,0,0,0,59,0,70,519,18,88,0,WAL
47,-6,2,-6,5,18,14,1,3,3,0,9,0,0,0,0,59,0,70,504,231,792,0,WAL
48,-6,-1,-6,4,18,11,1,3,2,0,9,0,0,0,0,74,2,60,203,954,566,0,WAL
49,-6,-1,-7,5,18,13,2,3,3,0,9,0,0,0,0,56,4,76,670,246,547,0,WAL
0,-5,3,-8,6,16,9,1,2,2,0,9,0,0,0,0,33,0,22,476,238,44,0,WAL
1,-9,1,-9,7,16,9,2,2,3,0,9,0,0,0,0,53,0,22,491,18,41,0,WAL
2,-8,2,-9,5,15,10,2,2,3,0,9,0,0,0,0,58,0,34,24,546,195,0,WAL
3,-11,2,-9,4,16,11,2,2,3,-1,9,0,0,0,0,48,0,45,477,31,415,0,WAL
4,-11,1,-8,4,17,11,2,2,3,-2,9,0,0,0,0,32,0,53,457,728,266,0,WAL
5,-11,3,-8,3,14,9,2,2,3,-2,9,0,0,0,0,28,0,56,20,34,959,0,WAL
6,-11,3,-9,3,16,11,2,2,3,-2,9,0,0,0,0,38,0,46,226,34,906,0,WAL
7,-12,2,-10,4,15,11,2,3,3,-2,9,0,0,0,0,40,0,55,219,17,504,0,WAL
8,-10,2,-8,4,15,10,2,2,3,-1,9,0,0,0,0,36,0,46,210,201,422,0,WAL
9,-10,2,-7,5,18,12,2,3,3,-1,9,0,0,0,0,44,0,51,23,490,270,0,WAL
10,-10,2,-10,5,17,11,2,2,3,-1,9,0,0,0,0,64,0,52,212,19,174,0,WAL
11,-9,4,-9,5,15,10,2,2,3,-1,9,0,0,0,0,46,0,54,496,687,299,0,WAL
12,-10,4,-8,6,17,11,2,2,3,-1,9,0,0,0,0,55,0,54,491,268,58,0,WAL
13,-8,4,-6,5,17,10,2,2,3,-1,9,0,0,0,0,55,0,50,229,503,73,0,WAL
14,-9,2,-9,8,18,12,2,3,3,-1,9,0,0,0,0,50,0,40,23,18,531,0,WAL
15,-11,4,-7,6,16,11,2,2,3,-1,9,0,0,0,0,56,0,53,737,525,684,0,WAL
16,-9,3,-7,5,16,10,2,2,3,0,9,0,0,0,0,56,0,49,24,277,44,0,WAL
17,-8,4,-7,6,16,9,2,2,3,0,9,0,0,0,0,53,0,56,503,545,303,0,WAL
18,-8,0,-9,6,18,11,2,3,3,0,9,0,0,0,0,54,0,50,832,489,671,0,WAL
19,-8,1,-8,6,18,12,2,3,3,0,9,0,0,0,0,53,0,52,127,20,196,0,WAL
20,-8,3,-8,6,16,10,2,2,3,0,9,0,0,0,0,56,0,51,470,18,306,0,WAL
21,-10,3,-7,8,17,11,2,2,3,0,9,0,0,0,0,54,0,46,498,766,291,0,WAL
22,-9,1,-9,7,18,12,3,3,3,0,9,0,0,0,0,52,0,54,28,21,522,0,WAL
23,-8,2,-7,7,17,11,2,2,3,0,9,0,0,0,0,54,0,51,692,36,40,0,WAL
24,-8,2,-7,8,17,10,2,2,3,0,9,0,0,0,0,54,0,58,691,441,43,0,WAL
25,-7,3,-8,8,18,10,2,2,3,0,9,0,0,0,0,49,0,49,349,508,56,0,WAL
26,-8,2,-8,7,18,10,2,3,3,0,9,0,0,0,0,50,0,47,836,266,285,0,WAL
27,-7,1,-8,6,18,10,2,2,3,0,9,0,0,0,0,47,0,55,456,20,672,0,WAL
28,-8,2,-7,7,18,10,2,2,3,0,9,0,0,0,0,46,0,52,462,995,300,0,WAL
29,-9,3,-7,7,18,10,2,2,3,0,9,0,0,0,0,49,0,43,23,281,522,0,WAL
30,-9,0,-9,7,18,11,2,3,3,0,9,0,0,0,0,53,2,61,600,23,205,0,WAL
31,-9,4,-10,8,17,10,2,2,3,0,9,0,0,0,0,42,0,60,217,524,177,0,WAL
32,-8,3,-7,7,17,9,2,2,3,0,9,0,0,0,0,52,0,45,504,18,526,0,WAL
33,-8,4,-7,6,17,9,2,2,3,0,10,0,0,0,0,42,0,48,759,748,704,0,WAL
34,-7,4,-7,7,18,9,2,2,3,0,9,0,0,0,0,49,0,48,120,204,183,0,WAL
35,-10,2,-8,7,18,10,3,3,3,0,9,0,0,0,0,47,0,48,818,229,62,0,WAL
36,-7,3,-7,8,18,10,2,2,3,0,9,0,0,0,0,54,0,54,252,893,503,0,WAL
37,-8,2,-9,9,17,11,2,3,3,0,9,0,0,0,0,52,0,49,483,267,957,0,WAL
38,-9,2,-7,7,17,11,3,2,3,0,9,0,0,0,0,47,0,57,701,167,56,0,WAL
39,-8,3,-7,7,17,11,3,2,3,0,9,0,0,0,0,59,0,51,436,723,195,0,WAL
40,-8,3,-8,7,17,11,2,3,3,0,10,0,0,0,0,49,0,51,277,426,37,0,WAL
41,-8,2,-7,8,16,10,2,2,3,0,9,0,0,0,0,50,0,54,209,721,195,0,WAL
42,-8,2,-7,7,18,9,2,3,3,0,9,0,0,0,0,48,0,57,122,21,756,0,WAL
43,-8,2,-8,8,17,11,2,3,3,0,10,0,0,0,0,49,0,47,439,262,257,0,WAL
44,-7,3,-7,7,16,9,2,2,3,0,9,0,0,0,0,47,0,54,117,553,1027,0,WAL
45,-7,3,-7,8,17,9,2,2,3,0,9,0,0,0,0,44,0,54,361,32,434,0,WAL
46,-7,3,-6,6,17,10,2,2,3,0,9,0,0,0,0,46,0,51,847,654,929,0,WAL
47,-8,4,-9,7,17,10,2,2,3,0,9,0,0,0,0,42,0,54,712,233,303,0,WAL
48,-9,3,-10,7,17,12,2,2,3,0,9,0,0,0,0,51,0,56,121,541,305,0,WAL
49,-10,2,-8,7,16,10,2,2,3,0,9,0,0,0,0,46,0,53,25,267,57,0,WAL
0,-8,3,-6,9,18,9,2,2,2,0,10,0,0,0,0,35,0,45,828,179,409,0,WAL
1,-8,3,-7,11,18,11,3,2,3,0,10,0,0,0,0,44,0,66,153,178,152,0,WAL
2,-7,3,-7,9,19,11,3,3,3,0,10,0,0,0,0,52,0,59,590,175,467,0,WAL
3,-8,3,-6,9,18,11,3,3,3,0,10,0,0,0,0,50,0,59,691,261,253,0,WAL
4,-7,2,-8,9,18,10,3,3,3,0,10,0,0,0,0,49,0,61,810,832,35,0,WAL
5,-6,3,-6,9,18,10,3,3,3,0,10,0,0,0,0,51,0,68,587,831,184,0,WAL
6,-7,3,-7,9,17,10,3,2,3,0,10,0,0,0,0,50,0,59,374,485,409,0,WAL
7,-7,3,-7,10,18,10,3,3,3,0,10,0,0,0,0,52,0,66,282,48,721,0,WAL
8,-8,4,-6,9,18,10,2,2,3,0,10,0,0,0,0,53,0,59,75,50,862,0,WAL
9,-7,2,-7,8,18,10,2,2,3,0,10,0,0,0,0,49,0,63,370,566,287,0,WAL
10,-6,2,-8,9,18,11,3,3,3,0,10,0,0,0,0,46,0,67,150,173,603,0,WAL
11,-6,2,-8,11,19,11,3,3,3,0,10,0,0,0,0,46,0,65,707,900,674,0,WAL
12,-8,3,-7,10,18,10,3,3,3,0,10,0,0,0,0,47,0,65,513,44,641,0,WAL
13,-7,4,-7,9,17,12,2,2,3,0,10,0,0,0,0,44,0,59,302,634,988,0,WAL
14,-7,3,-9,9,19,11,2,3,3,0,10,0,0,0,0,43,0,63,517,45,67,0,WAL
15,-6,2,-8,9,18,10,3,3,3,0,10,0,0,0,0,47,0,56,157,693,158,0,WAL
16,-6,3,-7,9,17,10,3,3,3,0,10,0,0,0,0,47,0,62,204,179,265,0,WAL
17,-7,2,-7,12,18,11,3,3,3,0,10,0,0,0,0,43,0,58,511,759,24,0,WAL
18,-6,2,-7,9,18,13,3,3,3,0,10,0,0,0,0,49,0,68,717,47,392,0,WAL
19,-6,2,-9,9,19,13,2,3,3,0,10,0,0,0,0,47,0,76,423,100,401,0,WAL
20,-7,2,-8,10,19,10,3,3,3,0,10,0,0,0,0,48,0,64,158,482,149,0,WAL
21,-6,2,-8,9,18,12,3,3,3,0,10,0,0,0,0,51,0,69,66,607,799,0,WAL
22,-6,2,-7,9,19,12,3,3,3,0,10,0,0,0,0,47,0,69,150,47,179,0,WAL
23,-8,3,-7,8,18,10,3,3,3,0,10,0,0,0,0,51,0,62,746,172,411,0,WAL
24,-7,2,-8,10,18,11,3,3,3,0,10,0,0,0,0,45,0,62,286,45,65,0,WAL
25,-8,2,-7,8,18,12,3,3,3,0,10,0,0,0,0,43,0,62,294,618,260,0,WAL
26,-8,3,-7,8,18,11,2,2,3,0,10,0,0,0,0,48,0,73,213,632,39,0,WAL
27,-9,3,-9,10,19,12,3,3,3,0,10,0,0,0,0,44,0,61,612,182,842,0,WAL
28,-7,2,-8,10,19,11,3,3,3,0,10,0,0,0,0,44,0,64,374,845,1141,0,WAL
29,-6,2,-8,8,18,11,3,3,3,0,10,0,0,0,0,44,0,59,157,394,36,0,WAL
30,-8,3,-8,9,18,11,3,3,3,0,10,0,0,0,0,43,0,70,516,404,834,0,WAL
31,-7,2,-9,8,18,12,3,3,3,0,10,0,0,0,0,46,0,73,594,395,277,0,WAL
32,-7,3,-8,9,19,12,3,3,3,0,10,0,0,0,0,46,0,67,501,45,687,0,WAL
33,-7,2,-7,8,18,11,3,3,3,0,10,0,0,0,0,44,0,67,68,45,306,0,WAL
34,-9,2,-8,8,19,12,3,3,3,0,10,0,0,0,0,48,0,63,29,551,614,0,WAL
35,-7,2,-8,9,19,12,3,3,3,0,10,0,0,0,0,52,0,59,288,174,66,0,WAL
36,-7,2,-7,9,19,12,3,3,3,0,10,0,0,0,0,46,0,61,65,480,813,0,WAL
37,-9,3,-7,8,18,11,3,3,3,0,10,0,0,0,0,44,0,65,960,262,378,0,WAL
38,-8,3,-7,8,18,11,2,3,3,0,10,0,0,0,0,42,0,59,70,45,70,0,WAL
39,-8,2,-8,8,18,12,3,3,3,0,10,0,0,0,0,45,0,60,154,719,745,0,WAL
40,-8,4,-7,8,18,12,3,2,3,0,10,0,0,0,0,46,0,59,156,46,262,0,WAL
41,-8,3,-7,8,18,10,2,2,3,0,10,0,0,0,0,44,0,58,388,46,533,0,WAL
42,-7,3,-7,7,18,10,3,2,3,0,10,0,0,0,0,46,0,54,384,859,608,0,WAL
43,-7,3,-8,8,18,11,2,2,3,0,10,0,0,0,0,44,0,57,69,954,839,0,WAL
44,-8,2,-8,8,18,11,2,3,3,0,10,0,0,0,0,44,0,63,740,266,284,0,WAL
45,-8,3,-7,8,18,11,3,3,3,0,10,0,0,0,0,47,0,62,532,177,39,0,WAL
46,-7,1,-8,8,18,12,3,3,3,0,10,0,0,0,0,47,0,66,1107,169,42,0,WAL
47,-8,3,-9,7,18,13,2,3,3,0,10,0,0,0,0,42,0,67,506,45,66,0,WAL
48,-7,4,-8,8,17,10,2,2,3,0,10,0,0,0,0,47,0,47,642,671,71,0,WAL
49,-9,2,-8,8,18,11,2,2,3,0,10,0,0,0,0,42,0,52,382,866,530,0,WAL
0,-5,2,-4,9,18,15,2,3,2,0,9,1,0,0,0,38,0,43,36,886,411,0,WAL
1,-3,0,-5,7,18,16,2,3,3,1,9,0,0,0,0,60,2,68,608,419,188,0,WAL
2,-4,-1,-5,7,18,16,2,3,3,1,9,0,0,0,0,51,4,66,729,200,682,0,WAL
3,-2,1,-7,7,18,15,1,3,3,1,9,0,0,0,0,50,0,76,144,672,194,0,WAL
4,-2,0,-6,6,18,15,1,3,3,1,9,0,0,0,0,55,0,73,475,20,468,0,WAL
5,-3,2,-7,7,18,14,1,3,3,1,9,0,0,0,0,58,0,67,78,234,419,0,WAL
6,-3,1,-7,9,18,14,1,3,3,1,9,0,0,0,0,56,0,66,238,237,652,0,WAL
7,-3,2,-7,7,18,15,1,3,3,1,9,0,0,0,0,56,0,57,804,449,196,0,WAL
8,-4,3,-7,6,18,13,1,3,2,1,9,0,0,0,0,60,0,56,426,18,34,0,WAL
9,-4,3,-7,7,18,14,1,3,3,1,9,1,0,0,0,52,0,50,142,914,196,0,WAL
10,-4,3,-6,6,18,14,1,3,3,1,9,0,0,0,0,58,0,68,212,218,477,0,WAL
11,-3,2,-5,6,18,15,1,2,2,1,9,0,0,0,0,56,0,55,789,249,915,0,WAL
12,-3,0,-6,8,18,13,1,3,2,1,9,0,0,0,0,54,2,60,264,30,31,0,WAL
13,-2,-1,-7,10,18,13,2,3,3,1,9,0,0,0,0,47,2,48,488,23,32,0,WAL
14,-3,1,-5,7,18,16,1,3,3,1,9,0,0,0,0,54,0,60,771,238,35,0,WAL
15,-5,1,-6,6,18,14,1,2,2,1,9,0,0,0,0,60,0,55,224,730,207,0,WAL
16,-3,1,-6,7,18,14,1,3,3,1,9,0,0,0,0,60,0,66,915,19,35,0,WAL
17,-3,2,-6,6,18,13,1,3,2,1,9,0,0,0,0,54,0,50,851,242,262,0,WAL
18,-4,2,-7,6,18,14,1,3,3,1,9,0,0,0,0,63,0,58,837,1148,35,0,WAL
19,-3,1,-6,8,18,15,1,3,3,1,9,0,0,0,0,67,0,61,187,22,41,0,WAL
20,-6,3,-6,6,18,13,1,3,2,1,9,0,0,0,0,62,0,60,35,686,262,0,WAL
21,-5,2,-6,6,18,14,1,2,2,1,9,0,0,0,0,66,0,57,320,30,501,0,WAL
22,-3,2,-6,6,18,14,1,3,3,1,9,0,0,0,0,62,0,57,220,18,34,0,WAL
23,-4,0,-7,7,18,15,1,3,3,1,9,0,0,0,0,66,0,70,673,20,200,0,WAL
24,-6,0,-5,6,18,15,2,3,3,1,9,0,0,0,0,64,2,67,688,21,1127,0,WAL
25,-5,2,-6,7,18,15,1,3,3,0,9,0,0,0,0,67,0,74,437,436,251,0,WAL
26,-3,0,-5,7,18,16,1,3,3,1,9,0,0,0,0,68,2,69,476,221,31,0,WAL
27,-2,-2,-5,6,18,16,1,3,3,1,9,0,0,0,0,73,8,63,938,437,33,0,WAL
28,-5,-1,-5,7,18,15,1,3,3,0,9,0,0,0,0,61,4,66,35,453,203,0,WAL
